Title,Russian Keywords,Annotation,Link,Title_found_phrases,Russian Keywords_found_phrases,Annotation_found_phrases
"['оценка', 'влияние', 'старовозрастной', 'ельник', 'углеродный', 'баланс', 'таежный', 'лес', 'валдай']","['ель', 'европейский', 'фотосинтез', 'дыхание', 'углекислый', 'газ', 'температура', 'освещенность', 'продуктивность', 'углеродный', 'баланс']","['актуальность', 'мониторинг', 'параметр', 'фотосинтез', 'дыхание', 'старовозрастной', 'лес', 'валдай', 'связать', 'необходимость', 'определение', 'условие', 'глобальный', 'изменение', 'климат', 'весь', 'составлять', 'углеродный', 'баланс', 'представить', 'результат', 'исследование', 'сезонный', 'динамик', 'углекислотный', 'газообмен', 'фотосинтетический', 'продуктивность', 'европейский', 'полуденный', 'час', 'май', 'октябрь', 'установить', 'основный', 'фактор', 'обусловливать', 'скорость', 'ассимиляция', 'являться', 'температура', 'воздух', 'освещенность', 'фотосинтетически', 'активный', 'радиация', 'средний', 'значение', 'интенсивность', 'фотосинтез', 'год', 'превышать', 'уровень', 'световой', 'дыхание', 'выявить', 'существенный', 'изменение', 'величина', 'фотосинтетический', 'продуктивность', 'течение', 'сезон', 'максимальный', 'наблюдаться', 'июнь', 'июль', 'минимальный', 'октябрь', 'межгодовой', 'изменение', 'продуктивность', 'зависеть', 'погодный', 'условие', 'состояние', 'древостой', 'экспериментальный', 'полигон', 'суммарный', 'поглощение', 'углекислый', 'газ', 'хвоя', 'составить', 'сога', 'год', 'соответственно', 'средний', 'величина', 'чистый', 'первичный', 'продукция', 'сга', 'год', 'положительный', 'углекислотный', 'газообмен', 'европейский', 'свидетельствовать', 'существенный', 'влияние', 'старовозрастной', 'ельник', 'углеродный', 'баланс', 'лесной', 'сообщество', 'валдай']",https://cyberleninka.ru/article/n/otsenka-vliyaniya-starovozrastnyh-elnikov-na-uglerodnyy-balans-taezhnyh-lesov-valdaya,углеродный баланс,углеродный баланс,углеродный баланс
"['прогнозирование', 'изменение', 'климатический', 'система', 'земля', 'инструментальный', 'измерение', 'палеоданные', 'фазо', 'временной', 'область', 'согласовать', 'изменение', 'барицентрический', 'движение', 'солнце', 'часть']","['многосвязный', 'колебательный', 'климатический', 'система', 'земля', 'изображение', 'вейвлетный', 'фазо', 'временной', 'функция', 'модель', 'пилообразный', 'изменение', 'фаза', 'автоволна', 'согласованность', 'изменение', 'группа', 'переменный', 'резонанс', 'согласованность', 'прогнозировать', 'переменный', 'изменение', 'барицентрический', 'движение', 'солнце']","['актуальность', 'исследование', 'обусловить', 'необходимость', 'установление', 'первопричина', 'изменение', 'климат', 'земля', 'прогнозирование', 'изменение', 'гелиокосмический', 'климатический', 'переменный', 'природный', 'катастрофа', 'инструментальный', 'измерение', 'палеоданные', 'временной', 'ряд', 'длительный', 'интервал', 'временной', 'горизонт', 'фазовый', 'область', 'учет', 'цикличность', 'взаимообусловленность', 'изменение', 'цель', 'исследование', 'применение', 'вейвлетный', 'фазовый', 'метод', 'анализ', 'временной', 'ряд', 'установление', 'сила', 'влияние', 'барицентрический', 'движение', 'солнце', 'изменчивость', 'гелиокосмический', 'климатический', 'переменный', 'вулканический', 'извержение', 'парниковый', 'газ', 'уровень', 'океан', 'энергетик', 'природный', 'катастрофа', 'пожар', 'высокоточный', 'прогнозирование', 'переменный', 'фазо', 'временной', 'область', 'длительный', 'горизонт', 'сотня', 'тысяча', 'год', 'инструментальный', 'измерение', 'палеоданные', 'объект', 'временной', 'ряд', 'изменение', 'гелиокосмический', 'климатический', 'переменный', 'природный', 'катастрофа', 'пожар', 'кривой', 'изменение', 'климатический', 'изменение', 'получить', 'инструментальный', 'измерение', 'анализ', 'ледовый', 'керн', 'антарктика', 'донный', 'отложение', 'антарктика', 'метод', 'исследование', 'вейвлетный', 'фазо', 'частотный', 'фазо', 'временной', 'анализ', 'изображение', 'гелиокосмический', 'климатический', 'переменный', 'природный', 'катастрофа', 'пожар', 'вычисление', 'согласованность', 'изменение', 'выбрать', 'группа', 'множество', 'фазо', 'временной', 'характеристика', 'переменный', 'скользящий', 'режим', 'основной', 'результат', 'исследование', 'изображение', 'вейвлетный', 'фазо', 'временной', 'функция', 'многий', 'переменный', 'построить', 'наблюдение', 'найти', 'период', 'жозе', 'год', 'который', 'содержаться', 'изменение', 'характеристика', 'барицентрический', 'движение', 'солнце', 'солнечный', 'активность', 'солнечный', 'постоянный', 'эль', 'ниньо', 'солнечный', 'ветер', 'уровень', 'каспийский', 'море', 'температура', 'гренландия', 'скорость', 'вращение', 'земля', 'скорость', 'снегонакопление', 'индоокеанский', 'сектор', 'антарктика', 'глобальный', 'температура', 'цикличность', 'изменение', 'гелиокосмический', 'климатический', 'переменный', 'согласовать', 'изменение', 'наблюдаться', 'значительный', 'отличие', 'согласованность', 'изменение', 'фазо', 'временной', 'характеристика', 'переменный', 'получить', 'южный', 'жаркий', 'северный', 'холодный', 'широта', 'планет', 'примерно', 'северный', 'часть', 'планет', 'изменение', 'переменный', 'хаотичный', 'обусловить', 'разный', 'влияние', 'изменение', 'переменный', 'магнитный', 'поле', 'солнце', 'земля', 'изменчивость', 'переменный', 'разный', 'широта', 'планет', 'наблюдаться', 'значительный', 'изменчивость', 'резонанс', 'фазовый', 'характеристика', 'гелиокосмический', 'климатический', 'переменный', 'вулканизм', 'парниковый', 'газ', 'уровень', 'энергетик', 'океан', 'изменение', 'график', 'согласовать', 'изменение', 'группа', 'переменный', 'наблюдать', 'прогнозировать', 'интервал', 'время', 'исследование', 'проявляться', 'множественный', 'колебательный', 'отклик', 'климатический', 'система', 'земля', 'воздействие', 'переменный', 'обусловить', 'неоднородность', 'составлять', 'магнитосфера', 'пространство', 'изменение', 'множество', 'фазо', 'временной', 'характеристика', 'переменный', 'графика', 'наблюдать', 'прогнозировать', 'интервал', 'время', 'интервал', 'отображаться', 'изменение', 'автоволна', 'свойственный', 'самоорганизоваться', 'система', 'характеризовать', 'климатический', 'изменение', 'среда', 'совокупность', 'влияние', 'переменный']",https://cyberleninka.ru/article/n/prognozirovanie-izmeneniy-klimaticheskoy-sistemy-zemli-po-instrumentalnym-izmereniyam-i-paleodannym-v-fazo-vremennoy-oblasti,,,"климатический изменение, парниковый газ"
"['выбор', 'период', 'гидрологический', 'ряд', 'наблюдение', 'разработка', 'эффективный', 'правило', 'регулирование', 'сток', 'водохранилище', 'условие', 'климатический', 'антропогенный', 'изменение', 'водосбор']","['речной', 'сток', 'водосбор', 'водохранилище', 'регулирование', 'сток', 'климатический', 'изменение', 'антропогенный', 'изменение', 'статистический', 'расчет']","['актуальность', 'статья', 'посвятить', 'выявление', 'изменение', 'режим', 'речной', 'сток', 'влияние', 'климатический', 'антропогенный', 'изменение', 'водосбор', 'цимлянский', 'водохранилище', 'основный', 'цель', 'работа', 'объективный', 'выбор', 'расчетный', 'период', 'длительный', 'временной', 'ряд', 'наблюдение', 'получение', 'эффективный', 'правило', 'регулирование', 'сток', 'водохранилище', 'метод', 'обоснованный', 'методический', 'подход', 'выделение', 'период', 'длительный', 'временной', 'ряд', 'наблюдение', 'основа', 'статистический', 'метод', 'использовать', 'гидрометеорология', 'рамка', 'методический', 'подход', 'решение', 'поставить', 'задача', 'выбрать', 'инструмент', 'разностный', 'интегральный', 'кривой', 'сток', 'ряд', 'наблюдение', 'провести', 'оценка', 'основный', 'статистический', 'характеристика', 'годовой', 'сезонный', 'сток', 'квантиль', 'распределение', 'соответствующий', 'статистический', 'ошибка', 'получить', 'разный', 'период', 'наблюдение', 'результат', 'основание', 'получить', 'численный', 'значение', 'характеристика', 'сток', 'фактор', 'влиять', 'режим', 'выбрать', 'репрезентативный', 'период', 'наблюдение', 'сток', 'позволять', 'разрабатывать', 'достаточно', 'объективный', 'эффективный', 'правило', 'управление']",https://cyberleninka.ru/article/n/vybor-perioda-gidrologicheskogo-ryada-nablyudeniy-dlya-razrabotki-effektivnyh-pravil-regulirovaniya-stoka-vodohranilischem-v,,климатический изменение,
"['оценка', 'запас', 'углерод', 'лесной', 'подстилка', 'саралинский', 'участок', 'волжско', 'камский', 'заповедник']","['биогеоценоз', 'запас', 'углерод', 'лесной', 'подстилка', 'волжско', 'камский', 'биосферный', 'заповедник']","['выполнить', 'расчет', 'запас', 'углерод', 'подстилка', 'лесной', 'экосистема', 'саралинский', 'участок', 'волжско', 'камский', 'биосферный', 'заповедник', 'применение', 'натурный', 'расчетный', 'метод', 'максимальный', 'различие', 'запас', 'углерод', 'определенный', 'различный', 'метод', 'подстилка', 'хвойный', 'лес', 'составлять']",https://cyberleninka.ru/article/n/otsenka-zapasov-ugleroda-v-lesnyh-podstilkah-saralinskogo-uchastka-volzhsko-kamskogo-zapovednika,запас углерод,запас углерод,запас углерод
"['чувствительность', 'водный', 'сток', 'река', 'колыма', 'современный', 'климатический', 'изменение']","['колыма', 'гидрологический', 'режим', 'чувствительность', 'сток', 'климатический', 'изменение']","['колыма', 'крупный', 'река', 'зона', 'сплошной', 'распространение', 'многолетнемерзлый', 'порода', 'бассейн', 'который', 'подверженный', 'значительный', 'климатический', 'изменение', 'качество', 'инструмент', 'исследование', 'особенность', 'водный', 'режим', 'изучение', 'динамик', 'работа', 'использовать', 'информационно', 'моделирующий', 'комплекс', 'рассчитывать', 'ежесуточный', 'расход', 'вод', 'задать', 'створ', 'основа', 'метеорологический', 'данные', 'разрешение', 'сутки', 'работа', 'анализироваться', 'современный', 'динамика', 'водный', 'сток', 'колыма', 'стокоформировать', 'фактор', 'период', 'проводиться', 'адаптация', 'физико', 'математический', 'модель', 'бассейн', 'колыма', 'также', 'исследуться', 'чувствительность', 'характеристика', 'водный', 'режим', 'река', 'изменение', 'климатический', 'параметр', 'калибровка', 'верификация', 'показать', 'хороший', 'воспроизводимость', 'модель', 'фактический', 'расход', 'вод', 'створ', 'колыма', 'удовлетворительный', 'воспроизводимость', 'приток', 'большой', 'анюй', 'использование', 'модель', 'впервые', 'применять', 'бассейн', 'колыма', 'позволить', 'исследовать', 'климатическ', 'обусловить', 'изменение', 'сток', 'предварительный', 'статистический', 'анализ', 'показать', 'сравнение', 'средний', 'значение', 'гидрологический', 'характеристика', 'средний', 'зафиксировать', 'рост', 'годовой', 'сток', 'гидроствор', 'колымский', 'устье', 'колыма', 'фактический', 'изменение', 'годовой', 'сток', 'внутригодовой', 'распределение', 'воспроизводиться', 'расчет', 'модель', 'современный', 'период', 'характерный', 'рост', 'среднегодовой', 'температура', 'воздух', 'это', 'март', 'апрель', 'ноябрь', 'декабрь', 'температура', 'воздух', 'данные', 'метеостанция', 'возрасти', 'годовой', 'сумма', 'осадки', 'увеличиться', 'наиболее', 'резкий', 'рост', 'характерный', 'сентябрь', 'март', 'полный', 'понимание', 'механизм', 'отклик', 'водный', 'режим', 'колыма', 'изменение', 'климатический', 'характеристика', 'база', 'модель', 'выполнить', 'анализ', 'чувствительность', 'характеристика', 'сток', 'изменение', 'температура', 'воздух', 'осадки', 'основа', 'искусственно', 'смоделировать', 'метеорологический', 'ряд', 'показать', 'сток', 'вод', 'чувствительный', 'увеличение', 'осадки', 'рост', 'температура']",https://cyberleninka.ru/article/n/chuvstvitelnost-vodnogo-stoka-reki-kolymy-k-sovremennym-klimaticheskim-izmeneniyam,климатический изменение,климатический изменение,климатический изменение
"['вероятностный', 'анализ', 'распределение', 'поток', 'тепло', 'северный', 'атлантика', 'год']","['случайный', 'процесс', 'стохастический', 'дифференциальный', 'уравнение', 'уравнение', 'фоккер', 'планк', 'колмогоров', 'поток', 'тепло']","['введение', 'изучение', 'процесс', 'теплообмен', 'распределение', 'поток', 'тепло', 'океан', 'иметь', 'важный', 'значение', 'понимание', 'климатический', 'изменение', 'земля', 'северный', 'атлантика', 'являться', 'ключевой', 'компонент', 'глобальный', 'климатический', 'система', 'играть', 'существенный', 'роль', 'регулирование', 'климат', 'наш', 'широта', 'ключевой', 'инструмент', 'анализ', 'распределение', 'тепло', 'океан', 'являться', 'вероятностный', 'анализ', 'настоящий', 'работа', 'метод', 'математический', 'моделирование', 'проводиться', 'статистический', 'анализ', 'данные', 'наблюдение', 'тепловой', 'поток', 'северный', 'атлантика', 'материал', 'метод', 'использовать', 'метод', 'включать', 'анализ', 'случайный', 'процесс', 'задать', 'стохастический', 'дифференциальный', 'уравнение', 'сду', 'уравнение', 'ито', 'аппроксимация', 'данные', 'наблюдение', 'решение', 'уравнение', 'фоккер', 'планк', 'колмогоров', 'фпк', 'описание', 'эволюция', 'вероятностный', 'распределение', 'тепло', 'океан', 'результат', 'исследование', 'помощь', 'метод', 'математический', 'моделирование', 'провести', 'вероятностный', 'анализ', 'распределение', 'поток', 'тепло', 'северный', 'атлантика', 'период', 'год', 'результат', 'исследование', 'позволить', 'установить', 'закономерность', 'распределение', 'поток', 'тепло', 'изучать', 'регион', 'рассматривать', 'период', 'время', 'обсуждение', 'заключение', 'получить', 'результат', 'мочь', 'полезный', 'дальнейший', 'изучение', 'климатический', 'процесс', 'северный', 'атлантика', 'также', 'разработка', 'стратегия', 'управление', 'ресурс', 'защита', 'окружающий', 'среда']",https://cyberleninka.ru/article/n/veroyatnostnyy-analiz-raspredeleniya-potokov-tepla-v-severnoy-atlantike-za-1979-2022-gody,,,климатический изменение
"['годовой', 'сток', 'река', 'бассейн', 'обы', 'северный', 'склон', 'хребет', 'калоб', 'условие', 'климатический', 'изменение']","['изменение', 'климат', 'суммарный', 'интегральный', 'кривой', 'осадок', 'температура', 'годовой', 'сток']","['исследовать', 'закономерность', 'формирование', 'годовой', 'сток', 'бассейн', 'оба', 'река', 'калбинский', 'хребет', 'проанализировать', 'метеорологический', 'характеристика', 'средний', 'годовой', 'температура', 'воздух', 'годовой', 'сумма', 'осадки', 'данные', 'метеостанция', 'восточный', 'казахстан', 'выявить', 'тенденция', 'изменение', 'гидрометеорологический', 'показатель', 'первый', 'очередь', 'норма', 'данные', 'характеристика', 'условие', 'потепление', 'климат', 'рассчитать', 'средний', 'годовой', 'расход', 'вод', 'различный', 'обеспеченность', 'современный', 'период', 'провести', 'анализ', 'показать', 'многолетний', 'период', 'годовой', 'сток', 'рассматривать', 'река', 'снизиться', 'бассейн', 'оба', 'левобережный', 'приток', 'ертис', 'это', 'необходимо', 'отметить', 'наметиться', 'тенденция', 'увеличение', 'сумма', 'осадки', 'год', 'средний', 'годовой', 'расход', 'вод', 'река', 'левобережье', 'ертис', 'начало', 'год', 'последующий', 'мочь', 'стать', 'устойчивый', 'дальнейший', 'должный', 'привести', 'увеличение', 'осадки', 'территория', 'сток', 'правобережный', 'приток', 'ертис']",https://cyberleninka.ru/article/n/godovoy-stok-rek-basseyna-oby-i-severnogo-sklona-hrebta-kalba-v-usloviyah-klimaticheskih-izmeneniy,климатический изменение,,
"['динамика', 'климатический', 'параметр', 'северо', 'западный', 'регион', 'казахстан']","['северо', 'запад', 'казахстан', 'климат', 'динамика', 'температура', 'осадок', 'динамика', 'осадки', 'изменение', 'климат']","['оценить', 'климатический', 'потенциал', 'северо', 'запад', 'республика', 'казахстан', 'динамика', 'период', 'связь', 'изменение', 'климат', 'анализ', 'использовать', 'данные', 'четыре', 'метеорологический', 'станция', 'актюбинский', 'западноказахстанский', 'область', 'ход', 'работа', 'проанализировать', 'временной', 'ход', 'осадки', 'температура', 'также', 'смоделировать', 'изменение', 'метеопараметр', 'течение', 'последующий', 'год', 'регион', 'характерный', 'высокий', 'летний', 'достаточно', 'низкий', 'зимний', 'температура', 'количество', 'осадки', 'год', 'недостаточно', 'устойчивый', 'богарный', 'земледелие', 'вместе', 'наличие', 'полив', 'возможно', 'успешный', 'выращивание', 'широкий', 'диапазон', 'сельскохозяйственный', 'культура', 'территория', 'регион', 'использоваться', 'основный', 'пастбище', 'смоделировать', 'ожидать', 'изменение', 'температура', 'осадки', 'десятилетие', 'период', 'показывать', 'следовать', 'ожидать', 'дальнейший', 'рост', 'температура', 'примерно', 'каждый', 'десятилетие', 'некоторый', 'рост', 'количество', 'осадки', 'десятилетие', 'компенсировать', 'однако', 'расход', 'испарение', 'получить', 'данные', 'иметь', 'важный', 'значение', 'развитие', 'сельскохозяйственный', 'отрасль', 'также', 'разработка', 'мера', 'адаптация', 'климатический', 'изменение']",https://cyberleninka.ru/article/n/dinamika-klimaticheskih-parametrov-v-severo-zapadnom-regione-kazahstana,,,климатический изменение
"['сув', 'тошқинлари', 'иқлить', 'ўзгаришининг', 'атрофа', 'мухитг', 'ҳамд', 'инсониятг', 'таъсиринить', 'баҳолаша']","['иқлить', 'ўзгариш', 'атрофа', 'муҳит', 'чиқиндилара', 'чўлланиш', 'қишлоқ', 'хўжалига', 'тупроқ', 'сув', 'ҳаво', 'бўронлара', 'сув', 'тошқинлари', 'иссиқхон', 'газларь', 'изменение', 'климат', 'окружающий', 'среда', 'отход', 'опустынивание', 'сельский', 'хозяйство', 'почва', 'вода', 'воздух', 'ураган', 'наводнение', 'парниковый', 'газ']","['иқлить', 'ўзгариш', 'табиата', 'инсоният', 'учун', 'асрдага', 'энг', 'катта', 'таҳдид', 'ҳисобланиб', 'глобал', 'экологик', 'муаммо', 'бутун', 'сайера', 'бўйлабнуть', 'хавф', 'солмоқд', 'иқлить', 'ўзгариш', 'қишлоқ', 'хўжалигидага', 'ишлабнуть', 'чиқариш', 'хавфларинить', 'оширасть', 'ҳосилдорликнинг', 'пасайиб', 'кетиша', 'зараркунандалар', 'касалликларнинг', 'кенг', 'миқесд', 'тарқалиш', 'чўлланишнинг', 'ошиш', 'нафақат', 'қишлоқ', 'хўжалига', 'балка', 'аҳоль', 'турмушининг', 'асосий', 'таркибия', 'қисми', 'бўлган', 'тупроқ', 'сув', 'ҳаво', 'сифатининг', 'пасайиб', 'кетишиго', 'олиб', 'келадь']",https://cyberleninka.ru/article/n/suv-tosh-inlari-va-i-lim-zgarishining-atrof-muhitga-amda-insoniyatga-tasirini-ba-olash,,парниковый газ,
"['влияние', 'засоленность', 'прогнозный', 'оценка', 'температура', 'мерзлый', 'порода', 'пример', 'полуостров', 'ямал']","['засолить', 'мерзлый', 'порода', 'геокриологический', 'прогноз', 'водный', 'ионный', 'состав', 'термодинамический', 'моделирование', 'математический', 'моделирование', 'изменение', 'климат', 'авторетроспективный', 'анализ', 'полуостров', 'ямал']","['работа', 'посвятить', 'количественный', 'оценка', 'влияние', 'засоленность', 'прогнозный', 'оценка', 'температура', 'многолетнемерзлый', 'порода', 'региональный', 'масштаб', 'актуальность', 'определяться', 'интенсивный', 'хозяйственный', 'освоение', 'полуостров', 'ямал', 'наблюдать', 'изменение', 'климат', 'арктика', 'сокращение', 'неопределенность', 'прогнозный', 'оценка', 'температура', 'мерзлый', 'порода', 'способствовать', 'уменьшение', 'величина', 'запас', 'прочность', 'проектирование', 'грунтовый', 'основание', 'объект', 'сооружение', 'избегание', 'развитие', 'негативный', 'процесс', 'ход', 'строительство', 'эксплуатация', 'объект', 'исследование', 'мерзлый', 'порода', 'полуостров', 'ямал', 'иметь', 'сплошной', 'распространение', 'являться', 'основание', 'большинство', 'эксплуатировать', 'здание', 'сооружение', 'температура', 'засолить', 'мерзлый', 'порода', 'представлять', 'предмет', 'исследование', 'использовать', 'методика', 'сочетать', 'термодинамический', 'математический', 'моделирование', 'учет', 'изменение', 'климат', 'прогноз', 'среднегодовой', 'температура', 'порода', 'середина', 'век', 'выполнить', 'район', 'полуостров', 'северо', 'западный', 'западный', 'ямал', 'нижний', 'течение', 'обь', 'температура', 'мерзлый', 'порода', 'определяться', 'независимый', 'подход', 'первый', 'случай', 'использовать', 'постоянный', 'период', 'прогноз', 'теплообменный', 'характеристика', 'порода', 'второй', 'случай', 'изменяться', 'учет', 'преобразование', 'водный', 'ионный', 'состав', 'поровый', 'раствор', 'минимальный', 'разница', 'получить', 'значение', 'температура', 'составлять', 'северозападный', 'ямал', 'больший', 'расхождение', 'результат', 'моделирование', 'отмечаться', 'нижний', 'течение', 'обь', 'достигать', 'пренебрежение', 'засоленность', 'мерзлый', 'порода', 'свойство', 'период', 'геокриологический', 'прогноз', 'приводить', 'погрешность', 'определение', 'среднегодовой', 'температура', 'увеличение', 'минерализация', 'поровый', 'раствор', 'разница', 'вычисление', 'увеличиваться', 'значение', 'среднегодовой', 'температура', 'мерзлый', 'порода', 'получить', 'постоянный', 'теплообменный', 'характеристика', 'оказываться', 'занизить', 'сравнение', 'результат', 'задача', 'изменяться', 'время', 'характеристика', 'усовершенствование', 'методика', 'геокриологический', 'прогноз', 'позволить', 'обоснованно', 'подойти', 'оценка', 'будущий', 'термический', 'состояние', 'засолить', 'мерзлый', 'порода', 'условие', 'климатический', 'изменение']",https://cyberleninka.ru/article/n/vliyanie-zasolennosti-na-prognoznye-otsenki-temperatury-merzlyh-porod-na-primere-poluostrova-yamal,,,климатический изменение
"['реализация', 'конвенция', 'борьба', 'опустынивание', 'республика', 'узбекистан', 'современный', 'тенденция', 'будущий', 'вызов']","['узбекистан', 'конвенция', 'оон', 'борьба', 'опустынивание', 'опустынивание', 'деградация', 'земля', 'устойчивый', 'развитие', 'водный', 'ресурс', 'климатический', 'изменение', 'национальный', 'стратегия', 'международный', 'сотрудничество', 'инновационный', 'технология', 'управление', 'природный', 'ресурс']","['статья', 'рассматриваться', 'современный', 'тенденция', 'вызов', 'связанный', 'реализация', 'конвенция', 'оон', 'борьба', 'опустынивание', 'республика', 'узбекистан', 'узбекистан', 'страна', 'высокий', 'риск', 'опустынивание', 'деградация', 'земля', 'активно', 'участвовать', 'выполнение', 'положение', 'конвенция', 'анализироваться', 'ключевой', 'достижение', 'включая', 'разработка', 'национальный', 'стратегия', 'программа', 'направить', 'восстановление', 'деградированный', 'территория', 'улучшение', 'управление', 'водный', 'ресурс', 'обсуждаться', 'также', 'существующий', 'проблема', 'какклиматический', 'изменение', 'нехватка', 'ресурс', 'необходимость', 'усиление', 'институциональный', 'правовой', 'механизм', 'особый', 'внимание', 'уделяться', 'перспектива', 'дальнейший', 'международный', 'сотрудничество', 'интеграция', 'инновационный', 'технология', 'устойчивый', 'управление', 'природный', 'ресурс', 'статья', 'подчеркивать', 'важность', 'комплексный', 'подход', 'борьба', 'опустынивание', 'обеспечение', 'устойчивый', 'развитие', 'улучшение', 'качество', 'жизнь', 'узбекистан']",https://cyberleninka.ru/article/n/realizatsiya-konventsii-po-borbe-s-opustynivaniem-v-respublike-uzbekistan-sovremennye-tendentsii-i-buduschie-vyzovy,,климатический изменение,
"['классификация', 'государство', 'климато', 'географический', 'признак']","['климато', 'географический', 'классификация', 'природный', 'зона', 'гис', 'технология', 'природный', 'ресурсный', 'потенциал', 'устойчивый', 'развитие', 'рекреационный', 'ресурс', 'глобальный', 'климатический', 'изменение', 'экосистема', 'всемирный', 'наследие', 'юнеско']","['статья', 'рассматриваться', 'особенность', 'классификация', 'государство', 'климато', 'географический', 'признак', 'отметить', 'современный', 'подход', 'анализ', 'природный', 'зональный', 'дифференциация', 'территория', 'учитывать', 'климатический', 'ландшафтный', 'ресурсный', 'фактор', 'обеспечивать', 'точный', 'детальный', 'классификация', 'условие', 'применение', 'гис', 'технология', 'глобальный', 'база', 'данные', 'выявить', 'влияние', 'климатический', 'изменение', 'региональный', 'уровень', 'играть', 'значительный', 'роль', 'формирование', 'классификация', 'особый', 'внимание', 'уделяться', 'рекреационный', 'потенциал', 'территория', 'дополнительный', 'критерий', 'классификация', 'сделать', 'вывод', 'комплексный', 'классификация', 'мочь', 'использовать', 'стратегия', 'устойчивый', 'развитие', 'международный', 'сотрудничество', 'область', 'охрана', 'окружающий', 'среда']",https://cyberleninka.ru/article/n/klassifikatsiya-gosudarstv-po-klimato-geograficheskomu-priznaku,,климатический изменение,климатический изменение
"['потеря', 'накопление', 'углерод', 'почва', 'лесной', 'экосистема', 'курский', 'область']","['почвенный', 'эмиссия', 'чернозем', 'выщелочить', 'темно', 'серый', 'типичный', 'почва', 'дерновый', 'подзол', 'песчаный', 'дубрава', 'сосновый', 'насаждение']","['исследование', 'область', 'оценка', 'поток', 'углерод', 'уровень', 'локальный', 'экосистема', 'позволять', 'повышать', 'точность', 'оценка', 'неттосток', 'нетто', 'поглощение', 'национальный', 'глобальный', 'масштаб', 'позволять', 'разрабатывать', 'технология', 'оптимизация', 'управление', 'климатический', 'система', 'проводить', 'верификация', 'валидация', 'природный', 'климатический', 'проект', 'выпускать', 'углеродный', 'единица', 'работа', 'представить', 'данные', 'динамика', 'углеродный', 'цикл', 'почва', 'природный', 'экосистема', 'антропогенный', 'модификация', 'выявить', 'повышение', 'точность', 'оценка', 'почвенный', 'эмиссия', 'секвестрация', 'углерод', 'условие', 'городской', 'ландшафт', 'необходимо', 'учитывать', 'максимальный', 'разнообразие', 'экосистема', 'установить', 'темно', 'серый', 'типичный', 'почва', 'дубрава', 'курский', 'область', 'эмитировать', 'атмосфера', 'большой', 'углерод', 'чернозем', 'выщелочить', 'дерновый', 'подзол', 'иллювиальный', 'железистый', 'песчаный', 'функционировать', 'дубрава', 'исследовать', 'вегетационный', 'сезон', 'гумусовый', 'аккумулятивный', 'горизонт', 'чернозем', 'выщелочить', 'темно', 'серый', 'типичный', 'почва', 'дубрава', 'характеризоваться', 'потеря', 'углерод', 'гумусовый', 'горизонт', 'дерновый', 'подзол', 'иллювиальный', 'железистый', 'песчаный', 'иметь', 'тенденция', 'накопление', 'разница', 'количество', 'эмитировать', 'дерновый', 'подзол', 'иллювиальный', 'железистый', 'песчаный', 'результат', 'почвенный', 'дыхание', 'углерод', 'накопить', 'почва', 'результат', 'гумусообразование', 'углерод', 'составлять', 'весь']",https://cyberleninka.ru/article/n/poteri-i-nakoplenie-ugleroda-pochvami-lesnyh-ekosistem-kurskoy-oblasti,,,климатический проект
"['технология', 'оценка', 'эмиссия', 'диоксид', 'азот', 'углекислый', 'газ', 'крупный', 'промышленный', 'центр', 'западный', 'сибирь']","['западный', 'сибирь', 'парниковый', 'газ', 'диоксид', 'азот', 'углекислый', 'газ', 'спектрорадиометр', 'орбитальный', 'карбоновый', 'обсерватория']","['работа', 'представить', 'результат', 'разработка', 'апробирование', 'реальный', 'данные', 'технология', 'оценка', 'эмиссия', 'диоксид', 'азот', 'углекислый', 'газ', 'источник', 'территория', 'западный', 'сибирь', 'определение', 'содержание', 'тропосфера', 'регион', 'провести', 'использование', 'данные', 'спектрорадиометр', 'спутник', 'методика', 'вычислительный', 'эксперимент', 'получение', 'количественный', 'оценка', 'эмиссия', 'крупный', 'промышленный', 'объект', 'регион', 'заключаться', 'совместный', 'анализ', 'данные', 'содержание', 'данные', 'орбитальный', 'карбоновый', 'обсерватория', 'содержание', 'основной', 'процедура', 'анализ', 'данные', 'являться', 'аппроксимация', 'распределение', 'содержание', 'газ', 'вдоль', 'траектория', 'движение', 'спутник', 'вектор', 'функция', 'распределение', 'гаусс', 'параметр', 'аппроксимация', 'полуширина', 'амплитуда', 'также', 'данные', 'направление', 'скорость', 'ветер', 'получить', 'реанализ', 'использоваться', 'количественный', 'оценка', 'эмиссия', 'технология', 'разработать', 'автор', 'получение', 'количественный', 'оценка', 'антропогенный', 'эмиссия', 'промышленный', 'центр', 'западный', 'сибирь', 'использование', 'данные', 'основать', 'эмпирически', 'установленный', 'связь', 'параметр', 'аппроксимация', 'распределение', 'газ', 'результат', 'работа', 'являться', 'количественный', 'оценка', 'содержание', 'диоксид', 'азот', 'атмосфера', 'нижний', 'тропосфера', 'западный', 'сибирь', 'годовой', 'ход', 'межгодовой', 'изменчивость', 'тропосфера', 'получить', 'использование', 'данные', 'спектрорадиометр', 'также', 'технология', 'получение', 'количественный', 'оценка', 'эмиссия', 'крупный', 'промышленный', 'центр', 'регион']",https://cyberleninka.ru/article/n/tehnologiya-otsenok-emissii-dioksida-azota-i-uglekislogo-gaza-krupnymi-promyshlennymi-tsentrami-zapadnoy-sibiri,,парниковый газ,
